Instituição financeira;tx a.m.;tx a.a.;data_i;data_f;segmento;modalidade;tipo_encargo;nome_do_arquivo
BCO SUMITOMO MITSUI BRASIL S.A.;0,35%;4,30%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
COMMERZBANK BRASIL S.A. - BCO MÚLTIPLO;0,42%;5,20%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO HONDA S.A.;0,43%;5,24%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO CITIBANK S.A.;0,56%;6,89%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO ABC BRASIL S.A.;0,59%;7,35%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO RABOBANK INTL BRASIL S.A.;0,62%;7,75%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BANCO JOHN DEERE S.A.;0,72%;8,99%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO VOTORANTIM S.A.;0,80%;10,00%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
ITAÚ UNIBANCO S.A.;0,85%;10,67%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO DO BRASIL S.A.;0,87%;11,00%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO SAFRA S.A.;0,88%;11,11%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO SANTANDER (BRASIL) S.A.;0,90%;11,37%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BANCO MONEO S.A.;0,99%;12,55%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO SOFISA S.A.;1,04%;13,22%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO VOLVO BRASIL S.A.;1,08%;13,79%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO BS2 S.A.;1,10%;14,03%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO ALFA S.A.;1,13%;14,41%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO DAYCOVAL S.A;1,30%;16,79%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO BRADESCO S.A.;1,32%;16,97%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO DO EST. DE SE S.A.;1,32%;17,01%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO DO NORDESTE DO BRASIL S.A.;1,39%;17,99%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO DO ESTADO DO RS S.A.;1,42%;18,39%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
CAIXA ECONOMICA FEDERAL;1,42%;18,49%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BANCO INBURSA;1,50%;19,56%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BANCO BTG PACTUAL S.A.;1,56%;20,39%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BANCO SEMEAR;1,62%;21,22%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO INDUSTRIAL DO BRASIL S.A.;1,90%;25,34%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
FINANC ALFA S.A. CFI;2,00%;26,82%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO MUFG BRASIL S.A.;2,03%;27,24%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
LECCA CFI S.A.;2,07%;27,80%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
GOLCRED S/A - CFI;2,20%;29,76%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO ARBI S.A.;2,20%;29,84%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO TRIANGULO S.A.;2,27%;30,86%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO INDUSCRED DE INVESTIM. S/A;2,31%;31,57%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BRB - BCO DE BRASILIA S.A.;2,53%;34,92%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
SENFF S.A. - CFI;2,69%;37,44%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO DA AMAZONIA S.A.;2,88%;40,58%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO MERCANTIL DO BRASIL S.A.;3,01%;42,81%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BRK S.A. CFI;3,02%;42,84%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO BANESTES S.A.;3,10%;44,23%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
VIA CERTA FINANCIADORA S.A. - CFI;3,42%;49,64%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
PORTOSEG S.A. CFI;3,58%;52,42%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BANCO TOPÁZIO S.A.;8,42%;163,88%;19/05/2020;25/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-19-05-2020.csv
BCO KEB HANA DO BRASIL S.A.;0,28%;3,42%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO SUMITOMO MITSUI BRASIL S.A.;0,35%;4,22%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
COMMERZBANK BRASIL S.A. - BCO MÚLTIPLO;0,42%;5,20%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO HONDA S.A.;0,43%;5,23%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO CITIBANK S.A.;0,56%;6,89%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO ABC BRASIL S.A.;0,60%;7,42%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO RABOBANK INTL BRASIL S.A.;0,62%;7,75%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO SAFRA S.A.;0,87%;10,95%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO DO BRASIL S.A.;0,87%;10,99%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO FIBRA S.A.;0,91%;11,44%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO ALFA DE INVESTIMENTO S.A.;0,93%;11,73%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
ITAÚ UNIBANCO S.A.;0,97%;12,23%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BANCO MONEO S.A.;0,99%;12,55%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO BS2 S.A.;1,10%;14,03%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO SANTANDER (BRASIL) S.A.;1,11%;14,09%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO ALFA S.A.;1,13%;14,41%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO VOLVO BRASIL S.A.;1,17%;15,01%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO PINE S.A.;1,18%;15,13%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO SOFISA S.A.;1,22%;15,72%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO INDUSTRIAL DO BRASIL S.A.;1,26%;16,23%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO DO EST. DE SE S.A.;1,29%;16,60%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO DAYCOVAL S.A;1,30%;16,74%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO BRADESCO S.A.;1,31%;16,85%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
AMAGGI S.A. CFI;1,31%;16,91%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
CAIXA ECONOMICA FEDERAL;1,39%;18,02%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO DO ESTADO DO RS S.A.;1,44%;18,74%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BANCO INBURSA;1,50%;19,56%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO DO EST. DO PA S.A.;1,54%;20,16%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BANCO BTG PACTUAL S.A.;1,56%;20,39%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BANCO SEMEAR;1,61%;21,18%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
FINANC ALFA S.A. CFI;2,00%;26,82%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO RENDIMENTO S.A.;2,01%;26,94%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO MUFG BRASIL S.A.;2,03%;27,24%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO ARBI S.A.;2,20%;29,84%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO TRIANGULO S.A.;2,26%;30,76%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO INDUSCRED DE INVESTIM. S/A;2,31%;31,57%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
GOLCRED S/A - CFI;2,44%;33,48%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BRB - BCO DE BRASILIA S.A.;2,53%;34,97%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
SENFF S.A. - CFI;2,68%;37,28%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO DA AMAZONIA S.A.;2,88%;40,58%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO MERCANTIL DO BRASIL S.A.;3,01%;42,81%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BRK S.A. CFI;3,02%;42,84%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
PORTOSEG S.A. CFI;3,09%;44,01%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO BANESTES S.A.;3,10%;44,23%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
VIA CERTA FINANCIADORA S.A. - CFI;3,42%;49,64%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BANCO TOPÁZIO S.A.;7,99%;151,55%;20/05/2020;26/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-20-05-2020.csv
BCO KEB HANA DO BRASIL S.A.;0,28%;3,42%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO SUMITOMO MITSUI BRASIL S.A.;0,35%;4,22%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
COMMERZBANK BRASIL S.A. - BCO MÚLTIPLO;0,42%;5,20%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO HONDA S.A.;0,42%;5,21%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BANCOOB;0,53%;6,50%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO CITIBANK S.A.;0,56%;6,89%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO RABOBANK INTL BRASIL S.A.;0,62%;7,75%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO ABC BRASIL S.A.;0,64%;8,01%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BANCO JOHN DEERE S.A.;0,72%;8,99%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO DO BRASIL S.A.;0,77%;9,67%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO FIBRA S.A.;0,91%;11,44%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO ALFA DE INVESTIMENTO S.A.;0,93%;11,73%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO SANTANDER (BRASIL) S.A.;0,94%;11,86%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
ITAÚ UNIBANCO S.A.;0,96%;12,17%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO INDUSTRIAL DO BRASIL S.A.;1,00%;12,68%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO SAFRA S.A.;1,10%;13,96%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO BS2 S.A.;1,10%;14,03%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO PINE S.A.;1,18%;15,13%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO BRADESCO S.A.;1,22%;15,67%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO VOLVO BRASIL S.A.;1,25%;16,04%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO SOFISA S.A.;1,26%;16,27%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO DAYCOVAL S.A;1,27%;16,34%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO DO EST. DE SE S.A.;1,29%;16,60%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BANCO PORTO REAL DE INVEST.S.A;1,30%;16,77%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
AMAGGI S.A. CFI;1,31%;16,91%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
BCO DO ESTADO DO RS S.A.;1,38%;17,94%;21/05/2020;27/05/2020;Pessoa jurídica;Capital de giro com prazo até 365 dias;Pré-fixado;Pessoa jurídica-Capital de giro com prazo até 365 dias-Pré-fixado-21-05-2020.csv
